ticker,name,listed_date,sic_code,market_cap,weighted_shares
AMSF,"AMERISAFE, Inc.",2005-11-18,6331,958969145.9699999,19320422.0
AMST,Amesite Inc.,2020-09-25,7372,13584836.506799998,25743484.0
AMSWA,"American Software, Inc.",1983-02-28,7372,525848375.5,33557650.0
AMT,American Tower Corporation,1998-02-27,6798,108613368443.58,465532418.0
AMTB,Amerant Bancorp Inc. Class A Common Stock,2018-08-13,6021,945140512.96,34194664.0
AMTI,Applied Molecular Transport Inc. Common Stock,2020-06-05,2834,119634634.48500001,38654163.0
AMTX,"Aemetis, Inc. (DE) Common Stock",1990-03-26,2860,203384898.69439998,34579859.0
AMWD,American Woodmark Corp,1986-07-18,2430,774510732.0600001,16570619.0
AMWL,American Well Corporation,2020-09-17,7389,1034877218.6899999,271265326.0
AMZN,Amazon.Com Inc,1997-05-15,5961,1043182218338.6,10174409620.0
AN,"AutoNation, Inc.",1951-04-09,5500,6724832952.099999,58324657.0
ANAB,"AnaptysBio, Inc. Common Stock",2017-01-26,2834,589370619.15,28186065.0
ANAC,Arctos NorthStar Acquisition Corp.,2021-04-15,6770,388987500.0,39531250.0
ANDE,Andersons Inc/The,1996-02-20,5150,1228366719.04,33829984.0
ANEB,"Anebulo Pharmaceuticals, Inc. Common Stock",2021-05-07,2834,70267146.67,23344567.0
ANET,Arista Networks,2014-06-06,3576,28457348510.469997,308263538.0
ANF,Abercrombie & Fitch Co.,1996-09-26,5651,968579750.4,50446862.0
ANGH,Anghami Inc. Ordinary Shares,2022-02-04,,162795394.04,26005654.0
ANGI,Angi Inc. Class A Common Stock,2011-11-17,7310,2114856957.2,502341320.0
ANGN,Angion Biomedica Corp. Common Stock,2021-02-05,2834,46735790.4,29958840.0
ANGO,"AngioDynamics, Inc.",2004-05-27,3841,687958991.7399999,38780101.0
ANIK,Anika Therapeutics Inc,1993-05-03,3841,295167638.70000005,14543860.0
ANIP,"ANI Pharmaceuticals, Inc.",1999-09-13,2834,399005388.915,17246829.0
ANIX,"Anixa Biosciences, Inc.",1989-04-12,2834,91964572.94999999,30152319.0
ANNX,"Annexon, Inc. Common Stock",2020-07-24,2834,123596225.825,38563565.0
ANSS,Ansys Inc,1996-06-20,7372,19973801453.2,86990120.0
ANTM,"ANTHEM, INC.",2001-10-30,6324,110686844193.6,241084780.0
ANTX,"AN2 Therapeutics, Inc. Common Stock",2022-03-25,2834,156579450.06,19402658.0
ANVS,"Annovis Bio, Inc.",2020-01-29,2834,88333646.86,8163923.0
ANY,Sphere 3D Corp. Common Shares,2013-08-12,7374,48567948.1784,64516403.0
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,2021-04-22,6770,519562499.99999994,53125000.0
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,2022-02-11,6770,134026659.5,13429525.0
AOMR,"Angel Oak Mortgage, Inc.",2021-06-17,6500,319567588.58,24927269.0
AON,Aon plc Class A,1984-09-07,6411,52928192217.42,212383902.0
AORT,"Artivion, Inc.",1993-02-11,3841,643627055.6500001,40201565.0
AOS,A.O. Smith Corporation,1984-09-07,3630,8641223077.24,156006916.0
AOSL,Alpha and Omega Semiconductor Limited,2010-04-29,3674,975007946.32,27068516.0
AOUT,"American Outdoor Brands, Inc. Common Stock",2020-08-10,3949,139329674.815,13352149.0
AP,Ampco-Pittsburgh Corp.,1955-06-03,3561,66974970.64,19190536.0
APA,APA Corporation Common Stock,1969-05-27,1311,15494426793.720001,338232412.0
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,2021-09-07,6770,249000000.00000003,25000000.0
APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,2013-03-01,6282,2358953730.0,67398678.0
APCA,AP Acquisition Corp,2022-02-07,6770,171820134.35999998,17147718.0
APCX,AppTech Payments Corp. Common Stock,2021-12-22,7372,13702136.2264,16118264.0
APD,"Air Products & Chemicals, Inc.",1961-11-13,2810,52748785826.95,221773327.0
APDN,"Applied DNA Sciences, Inc.",2001-10-31,7380,8316663.2,8234320.0
APEI,"American Public Education, Inc.",2007-11-09,8200,253806497.92000002,18856352.0
APEN,"Apollo Endosurgery, Inc.",2007-05-01,3841,161001608.0,40250402.0
APG,APi Group Corporation,2017-10-05,1700,3629580745.7799997,233188612.0
APGB,Apollo Strategic Growth Capital II,2021-04-05,6770,844387499.9999999,86250000.0
APH,Amphenol Corporation,1991-11-08,3678,39052859469.600006,597138524.0
APLD,"Applied Blockchain, Inc. Common Stock",2002-07-22,7370,101188483.92,99204396.0
APLE,"Apple Hospitality REIT, Inc.",2015-05-18,6798,3389839588.4100003,228888561.0
APLS,"Apellis Pharmaceuticals, Inc. Common Stock",2017-11-09,2834,4121329138.4199996,106521818.0
APLT,"Applied Therapeutics, Inc. Common Stock",2019-05-13,2834,29122993.410000004,26236931.0
APM,Aptorum Group Limited Class A Ordinary Shares,2018-12-18,,41058745.55,35703257.0
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,2021-10-04,6770,,18750000.0
APN,Apeiron Capital Investment Corp,2021-12-30,6770,214762500.00000003,21562500.0
APO,"Apollo Global Management, Inc.",2011-03-30,6282,28177189719.3,574458506.0
APOG,Apogee Enterprises Inc,1973-05-03,3231,897402392.64,22196448.0
APP,Applovin Corporation Class A Common Stock,2021-04-15,7370,12316736431.98,378045931.0
APPF,"AppFolio, Inc. Class A",2015-06-26,7372,3026859914.19,34899803.0
APPH,"AppHarvest, Inc. Common Stock",2021-02-01,0100,270870071.175,101735238.0
APPN,Appian Corporation Class A Common Stock,2017-05-25,7372,2968804201.43,72348098.0
APPS,"Digital Turbine, Inc.",1995-05-24,6794,1506413533.21,98394091.0
APRE,"Aprea Therapeutics, Inc. Common stock",2019-10-03,2834,17775012.8878,21974302.0
APRN,"Blue Apron Holdings, Inc. Class A Common Stock",2017-06-29,5961,83516512.05000001,34368935.0
APT,"Alpha Pro Tech, Ltd.",2000-04-04,3842,54017513.515,12969391.0
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,2021-09-17,6770,350527415.25,36177500.0
APTO,"Aptose Biosciences, Inc.",1992-07-30,2836,74899324.38690001,92229189.0
APTS,"Preferred Apartment Communities, Inc.",2011-04-01,6798,1603985349.07,64442963.0
APTV,Aptiv PLC,2011-11-17,3714,25627356195.75,270930925.0
APTX,Aptinyx Inc. Common Stock,2018-06-21,2834,26233069.1532,67715718.0
APVO,Aptevo Therapeutics Inc,2016-07-20,2834,16600008.678399999,5007242.0
APWC,Asia Pacific Wire & Cable Corp,1997-03-26,,25357959.21,20616227.0
APXI,APx Acquisition Corp. I Class A Ordinary Share,2022-01-27,6770,215193750.0,21562500.0
APYX,Apyx Medical Corporation Common Stock,1994-04-06,3841,207407649.95999998,34453098.0
AQB,"AquaBounty Technologies, Inc.",2017-01-09,0900,108442294.02499999,71109701.0
AQMS,"Aqua Metals, Inc. Common Stock",2015-07-31,3341,64567044.713999994,74973345.0
AQN,Algonquin Power & Utilities Corp,2009-11-10,,8917699586.4,675583302.0
AQST,"Aquestive Therapeutics, Inc. Common Stock",2018-07-25,2834,35102097.300000004,41912952.0
AQUA,Evoqua Water Technologies Corp. Common Stock,2017-11-02,3580,3822828875.84,121282642.0
AR,ANTERO RESOURCES CORPORATION,2013-10-10,1311,11541258953.7,311085147.0
ARAV,"Aravive, Inc. Common Stock",2014-03-21,2834,31419280.520000003,28825028.0
ARAY,Accuray Incorporated,2007-02-08,3841,180036293.22,92802213.0
ARBE,Arbe Robotics Ltd. Ordinary Shares,2021-10-08,,391474274.40000004,63141012.0
ARBG,Aequi Acquisition Corp. Class A Common Stock,2021-01-11,6770,284050000.0,28750000.0
ARC,"ARC Document Solutions, Inc.",2004-02-12,7330,117923216.875,43274575.0
ARCB,ArcBest Corporation,1992-05-13,4213,1822848615.55,24484199.0
ARCC,Ares Capital Corporation,2004-10-05,,8757840589.304998,494653521.0
ARCE,Arco Platform Limited Class A Common Shares,2018-09-26,,764082802.56,56851399.0
ARCH,"Arch Resources, Inc.",1988-08-11,1221,2427004821.6,15477360.0
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,2021-12-20,6770,216703125.00000003,21562500.0
ARCO,ARCOS DORADOS HOLDINGS INC.,2011-04-14,,1379685400.71,210478322.0
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,2013-05-22,2834,333143148.65,26418965.0
ARDS,Aridis Pharmaceuticals Inc. Common Stock,2018-08-14,2834,25587651.236,17701592.0
ARDX,"Ardelyx, Inc.",2014-06-19,2834,74186446.66215,144598863.0
ARE,"Alexandria Real Estate Equities, Inc.",1997-05-28,6798,22009934219.55,163217903.0
AREB,"American Rebel Holdings, Inc. Common Stock",2016-02-01,3089,3323666.0209999997,4741321.0
AREC,AMERICAN RESOURCES CORP,2015-08-03,1220,96325770.94500001,66203279.0
AREN,"The Arena Group Holdings, Inc.",1996-11-21,4841,191707792.01000002,17808434.0
ARES,Ares Management Corporation Class A Common Stock,2018-11-26,6282,10260111224.89,175057349.0
ARGO,"Argo Group International Holdings, Ltd.",1987-03-25,6361,1375606665.3,34958238.0
ARGU,Argus Capital Corp. Class A Common Stock,2021-11-12,6770,379604218.75,38093750.0
ARHS,"Arhaus, Inc. Class A Common Stock",2021-11-04,5712,743035366.185,140063217.0
ARI,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",2009-09-24,6798,1406611384.2150002,140590843.0
ARIS,"Aris Water Solutions, Inc.",2021-10-22,1389,417272334.01,21996433.0
ARIZ,Arisz Acquisition Corp. Common Stock,2021-12-09,6770,87767695.53999999,8901389.0
ARKO,ARKO Corp. Common Stock,2020-12-23,5412,997572884.64,122251579.0
ARKR,Ark Restaurants Corp,1985-12-13,5812,58222918.160000004,3552344.0
ARL,"American Realty Investors, Inc.",2000-08-03,6510,262955260.04000002,16152043.0
ARLO,"Arlo Technologies, Inc.",2018-08-03,3651,541144360.19,86861053.0
ARLP,Alliance Resource Partners LP,1999-08-17,1221,2283154181.0499997,127195219.0
ARMK,ARAMARK,2013-12-12,5812,7767954595.410001,257302239.0
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",1994-05-20,2836,141093402.27629998,36112053.0
ARNC,Arconic Corporation,2020-03-18,3350,2867286839.625,105784425.0
AROC,Archrock Inc,2007-08-21,4922,1374429037.52,155215024.0
AROW,Arrow Financial Corp,1984-09-07,6021,496214869.7,16017265.0
ARQQ,Arqit Quantum Inc. Ordinary Shares,2021-09-07,,632796282.5400001,121926066.0
ARQT,"Arcutis Biotherapeutics, Inc. Common Stock",2020-01-31,2834,1005221176.6500001,51417963.0
ARR,"ARMOUR Residential REIT, Inc.",2007-12-03,6798,657708960.375,103170033.0
ARRW,Arrowroot Acquisition Corp. Class A common stock,2021-04-22,6770,351828124.99999994,35937500.0
ARRY,"Array Technologies, Inc. Common Stock",2020-10-15,3990,1749540951.8500001,150175189.0
ARTE,Artemis Strategic Investment Corporation Class A Common Stock,2021-11-22,6770,249675781.25000003,25156250.0
ARTL,"Artelo Biosciences, Inc. Common Stock",2015-10-13,2834,14062402.82715,42593981.0
ARTNA,Artesian Resources Corp,1995-01-12,4941,424730475.0,9438455.0
ARTW,Arts-Way Manufacturing Co Inc,1973-01-02,3523,13140499.995,4635097.0
ARVL,Arrival Ordinary Shares,2021-03-25,,877632485.125,638278171.0
ARVN,"Arvinas, Inc",2018-09-27,2834,1927797782.12,53165962.0
ARW,"Arrow Electronics, Inc.",1979-02-26,5065,7542084285.2699995,66036987.0
ARWR,Arrowhead Research Corporation,1997-01-06,2834,2921491206.0,105736200.0
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,2021-02-26,2836,188219565.0,19186500.0
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,2021-07-13,6770,187145121.0,19186500.0
ASAN,"Asana, Inc. Class A Common Stock",2020-09-30,7372,3350460673.02,190258982.0
ASAQ,Atlantic Avenue Acquisition Corp,2020-10-15,6770,309568750.0,31250000.0
ASAX,Astrea Acquisition Corp. Class A Common Stock,2021-03-15,4700,215747124.99999997,22037500.0
ASB,Associated Banc-Corp,1977-12-07,6022,2807320714.15,150043865.0
ASC,ARDMORE SHIPPING CORPORATION,2013-08-01,,262413069.93,34573527.0
ASCA,A SPAC I Acquisition Corp. Class A Ordinary Share,2022-03-17,6770,86157540.0,8694000.0
ASCB,A SPAC II Acquisition Corp. Ordinary Shares,2022-05-31,,249285880.625,25318750.0
ASGN,ASGN Incorporated,1992-09-22,7363,4244493750.0,51100000.0
ASH,Ashland Global Holdings Inc.,1950-05-08,5160,5289627942.95,54124915.0
ASIX,AdvanSix Inc.,2016-09-14,2821,1126098950.51,28103293.0
ASLE,AerSale Corporation Common Stock,2020-12-23,5080,690035560.9499999,51688057.0
ASM,Avino Silver & Gold Mines Ltd. (Canada),1992-06-26,,75701206.095,117366211.0
ASMB,"Assembly Biosciences, Inc",2010-12-17,2834,92816710.525,48216473.0
ASNS,"Actelis Networks, Inc. Common Stock",2022-05-13,,27752440.0,17345275.0
ASO,"Academy Sports and Outdoors, Inc.",2020-10-02,5940,2928179305.14,85096754.0
ASPA,"ABRI SPAC I, INC. Common Stock",2021-09-03,6199,74246880.1,7461998.0
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,2021-04-12,6770,284912500.0,28750000.0
ASPN,"Aspen Aerogels, Inc.",2014-06-13,5030,540854040.1,36080990.0
ASPS,Altisource Portfolio Solutions S.A.,2009-08-06,7380,174860523.09,16056981.0
ASPU,"ASPEN GROUP, INC.",2017-08-02,8200,23085311.850277998,25202278.0
ASRT,"Assertio Holdings, Inc. Common Stock",1997-11-05,2834,125396402.03999999,45433479.0
ASRV,AmeriServ Financial Inc,1985-01-30,6021,67580933.15,17109097.0
ASTC,Astrotech Corporation (DE) Common Stock,1995-12-21,3826,23354408.5272,50517864.0
ASTE,Astec Industries Inc,1986-06-18,3531,1015564300.9200001,22842202.0
ASTL,Algoma Steel Group Inc. Common Shares,2021-10-20,,1155550339.8999999,147957790.0
ASTR,"Astra Space, Inc. Class A Common Stock",2021-07-01,4700,416041403.4,264153272.0
ASTS,"AST SpaceMobile, Inc. Class A Common Stock",2021-04-07,4899,324143581.25,51862973.0
ASUR,"Asure Software, Inc",1992-04-07,7373,113806493.64,20071692.0
ASXC,"Asensus Surgical, Inc.",1991-08-01,3841,88909457.824,236461324.0
ASYS,Amtech Systems Inc,1984-09-07,3559,103540131.765,13888683.0
ASZ,Austerlitz Acquisition Corporation II,2021-04-19,6770,1930028560.2399998,197142856.0
ATA,Americas Technology Acquisition Corp.,2021-01-28,6770,149350000.0,14500000.0
ATAI,ATAI Life Sciences N.V. Common Shares,2021-06-18,2834,509522928.45,160732785.0
ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares,2022-03-21,6770,250227500.0,25250000.0
ATAQ,Altimar Acquisition Corp. III,2021-04-26,6770,190375312.5,19406250.0
ATC,Atotech Limited,2021-02-04,,3697273849.68,194695832.0
ATCO,Atlas Corp.,2005-08-09,,2919238435.8,251875620.0
ATCX,"Atlas Technical Consultants, Inc. Class A Common Stock",2019-01-07,8742,248044614.7312,35115892.0
ATEC,"Alphatec Holdings, Inc.",2006-06-02,3841,701120681.3,101759170.0
ATEK,Athena Technology Acquisition Corp. II,2022-01-28,6770,345410100.0,35210000.0
ATEN,A10 NETWORKS INC,2014-03-21,3576,1066092484.0600001,75824501.0
ATER,"Aterian, Inc. Common Stock",2019-06-12,3634,171151758.62,65362520.0
ATEX,Anterix Inc. Common Stock,2015-02-03,4813,755655381.26,18933986.0
ATGE,Adtalem Global Education Inc. Common Shares,1991-06-21,8200,1424278371.5,45143530.0
ATHA,"Athira Pharma, Inc. Common Stock",2020-09-18,2836,298453345.19,37635983.0
ATHX,"Athersys, Inc. Common Stock",2007-06-12,2834,96001577.232,258068756.0
ATI,Allegheny Technologies,1993-12-03,3317,2945672554.23,124132851.0
ATIF,ATIF Holdings Limited Ordinary Shares,2019-05-03,,18154486.2364,9627452.0
ATIP,"ATI Physical Therapy, Inc.",2021-06-17,8050,359875548.71999997,206825028.0
ATKR,Atkore Inc.,2016-06-10,3690,4166553872.0,43114175.0
ATLC,Atlanticus Holdings Corporation,1999-04-23,6141,507950846.78000003,14913413.0
ATLO,AMES National Corp,1997-08-11,6021,203664540.79999998,9092167.0
ATNF,180 Life Sciences Corp. Common Stock,2017-06-27,2834,48825666.89,34143823.0
ATNI,"ATN International, Inc",1991-11-14,4813,677493881.61,15744687.0
ATNM,"Actinium Pharmaceuticals, Inc",2007-07-19,2834,111787178.2,23784506.0
ATNX,"Athenex, Inc. Common Stock",2017-06-14,2834,51766331.0436,111830484.0
ATO,Atmos Energy Corporation,1983-12-28,4924,14543750555.44,139015012.0
ATOM,Atomera Incorporated Common Stock,2016-08-05,3674,214282151.68,23393248.0
ATOS,"Atossa Therapeutics, Inc. Common Stock",2012-11-08,2834,127257230.54999998,126624110.0
ATR,"AptarGroup, Inc.",1993-04-01,3089,6491078595.259999,65573074.0
ATRA,"Atara Biotherapeutics, Inc",2014-10-16,2836,479171374.38,93405726.0
ATRC,"AtriCure, Inc.",2005-08-05,3841,1624706834.4,46287944.0
ATRI,Atrion Corp,1972-06-01,3841,1109392223.04,1795104.0
ATRO,Astronics Corp,1984-09-07,3728,349988842.9,31889644.0
ATSG,"Air Transport Services Group, Inc.",2003-07-23,4513,2222236495.44,74372038.0
ATTO,Atento S.A.,2014-10-02,,164716705.6,14499710.0
ATUS,"Altice USA, Inc. Class A Common Stock",2017-06-22,4841,4057794250.65,454654818.0
ATVC,Tribe Capital Growth Corp I Class A common stock,2021-05-18,6770,337065000.0,34500000.0
ATVI,Activision Blizzard Inc.,1993-10-22,7372,58164162702.08,781881472.0
ATXI,"Avenue Therapeutics, Inc. Common Stock",2017-06-27,2834,6115840.8192,22134784.0
ATXS,"Astria Therapeutics, Inc. Common Stock",2015-06-25,2834,32802726.6,13016955.0
ATY,AcuityAds Holdings Inc. Common Shares,2016-10-13,,137084692.5,60926530.0
AUB,Atlantic Union Bankshares Corporation Common Stock,1993-10-06,6022,2405702283.21,75014103.0
AUBN,Auburn National Bancorporation,1995-08-03,6022,104506768.575,3515787.0
AUD,"Audacy, Inc.",1999-01-29,4832,185857250.04,143519112.0
AUDC,AudioCodes Ltd,1999-05-28,,682414431.87,31903433.0
AUGX,"Augmedix, Inc. Common Stock",2021-03-04,7389,69206183.8,37408748.0
AUID,Ipsidy Inc. Common Stock,2015-02-02,7372,82899673.92,24672522.0
AUMN,Golden Minerals Company,1997-11-25,1040,59128826.7144,163927992.0
AUPH,Aurinia Pharmaceuticals Inc,2009-10-21,2834,1349379841.6,141741580.0
AUR,"Aurora Innovation, Inc. Class A Common Stock",2021-11-04,7373,2632493851.18,1137146372.0
AURA,"Aura Biosciences, Inc. Common Stock",2021-10-29,2836,379501888.72,29259976.0
AURC,Aurora Acquisition Corp. Class A Ordinary Shares,2021-04-26,6163,340553518.20000005,34750359.0
AUS,Austerlitz Acquisition Corporation I,2021-04-19,7990,965507156.85,98571430.0
AUST,Austin Gold Corp.,2022-05-04,,23291921.25,13271750.0
AUTO,"AutoWeb, Inc. Common Stock",1999-03-26,7370,5829821.7201,14051149.0
AUUD,Auddia Inc. Common Stock,2021-02-17,7374,11138139.07,12514763.0
AUVI,"Applied UV, Inc. Common Stock",2020-08-31,3640,47815963.6164,12963174.0
AUY,"Yamana Gold, Inc.",2007-01-12,,4843636560.0,961039000.0
AVA,Avista Corporation,1987-11-16,4931,2905564790.1,72439910.0
AVAC,Avalon Acquisition Inc. Class A Common Stock,2021-12-03,6770,259000987.49999997,26030250.0
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,2021-04-29,8082,479380235.46000004,184732268.0
AVAN,Avanti Acquisition Corp.,2020-11-23,6770,742875000.0,75000000.0
AVAV,"AeroVironment, Inc.",2007-01-23,3721,2018060973.0,24914333.0
AVB,"AvalonBay Communities, Inc.",1994-03-10,6798,25846796888.640003,139818224.0
AVCO,Avalon GloboCare Corp. Common Stock,2016-02-22,8742,41773456.3096,88955401.0
AVCT,"American Virtual Cloud Technologies, Inc. Common Stock",2017-08-08,7373,31261421.788000003,94160909.0
AVD,American Vanguard Corporation,1987-03-03,2870,679904598.1635001,30813295.0
AVDX,"AvidXchange Holdings, Inc. Common Stock",2021-10-13,7372,1340966224.6200001,197782629.0
AVEO,"AVEO Pharmaceuticals, Inc.",2010-03-12,2834,137221305.7,34477715.0
AVGO,Broadcom Inc. Common Stock,2009-08-06,3674,218705043519.0,421397001.0
AVGR,"Avinger, Inc. Common Stock",2015-01-30,3841,8296083.54,5682249.0
AVHI,Achari Ventures Holdings Corp. I Common Stock,2021-11-17,6770,124374999.99999999,12500000.0
AVID,Avid Technology Inc,1993-03-12,7372,1131490840.24,44971814.0
AVIR,"Atea Pharmaceuticals, Inc. Common Stock",2020-10-30,2834,540341765.59,83257591.0
AVLR,"Avalara, Inc.",2018-06-15,7372,6136122705.12,87859718.0
AVNS,"Avanos Medical, Inc.",2014-10-21,3842,1182649126.05,47324895.0
AVNT,Avient Corporation,1999-09-13,2821,4025488585.23,91426041.0
AVNW,"Aviat Networks, Inc.",1991-02-07,3663,276381220.5,11166918.0
AVO,"Mission Produce, Inc. Common Stock",2020-10-01,0700,976127675.5,70631525.0
AVPT,"AvePoint, Inc. Class A Common Stock",2021-07-02,7372,890288313.54,182810742.0
AVRO,"AVROBIO, Inc. Common Stock",2018-06-21,2836,42140875.668000005,43696470.0
AVT,"Avnet, Inc.",1960-12-30,5065,4373211007.33,97681729.0
AVTE,"Aerovate Therapeutics, Inc. Common Stock",2021-06-30,2834,279498999.84999996,24410393.0
AVTR,"Avantor, Inc.",2019-05-17,3826,18169791583.45,610338985.0
AVTX,"Avalo Therapeutics, Inc. Common Stock",2015-11-13,2834,50763031.06015,112794203.0
AVXL,Anavex Life Sciences,2006-08-02,2836,578245050.72,77408976.0
AVY,Avery Dennison Corp.,1977-04-04,2670,13094714331.5,81714286.0
AVYA,Avaya Holdings Corp. Common Stock,2017-12-18,7372,353217444.40000004,85836560.0
AWH,Aspira Women's Health Inc. Common Stock,2000-09-28,2835,58494585.0632,112209064.0
AWI,"Armstrong World Industries, Inc.",2006-10-18,3089,3668299694.4049997,46960247.0
AWK,"American Water Works Company, Inc",1947-12-15,4941,24105028229.5,181753276.0
AWR,American States Water Company,1990-03-27,4941,2657857971.52,36955756.0
AWRE,Aware Inc,1996-08-09,7372,51508578.8,21642260.0
AWX,Avalon Holdings Corp.,1998-05-21,4953,11503321.450000001,3899431.0
AX,"Axos Financial, Inc. Common Stock",2005-03-15,6035,2121033443.3999999,59663388.0
AXAC,AXIOS Sustainable Growth Acquisition Corporation,2022-03-25,6770,219225000.0,21922500.0
AXDX,"Accelerate Diagnostics, Inc.",1996-11-19,3826,54294599.6395,79436137.0
AXGN,"Axogen, Inc. Common Stock",1986-12-17,3845,336894371.175,41980607.0
AXH,"Industrial Human Capital, Inc.",2021-12-10,6770,144181250.0,14375000.0
